"pagina","texto","error"
102,"92 RONDAIES MALLORQUINES
agradosa i galanxona, i ja es partida vola qui vola
per s' endret de sa taula, de cap a cap, i sobre tot
devers En Bernadet.

—iO quina colometa més guapal digué tot-hom /
iO quina pintural

S' esclava començà a fer morros de bon de ve-
res, i com sa colometa s' acostava devers ella, li
pegava un bon toc, dient:

—iO quin animalot més profidiós i més lleigl
iXo, dicl il encara diràn que los agradal... jEll
deuen tenir es paladar enretjolatl

E-hu deia p' En Bernadet, que no llevava sa
vista de sa colometa: i s' animaló vola qui vola
per demunt es seu cap i entorn d' ell.

—iÓ que m'agradal jÓ que m' agradal deia
l homo.

Se posa unes quantes miques dins sa mé, la hi
alça, i sa colometa zas les hi pren amb so bequet.
l fua d'aquí i tua d' allà, i se posa a dir amb un
ronquet ben suau, com un ratjolí de mel:

—iPer mí se fan les nocetes,
i jo me menj les miquetesIi
iPer mí se fan les nocetes,
i jo me menj les miquetesl

l ja tornava esser devers En Bernadet: i aquest
que no s' aturava de dir:

—iO que m' agradal iO que m' agradal iQuin
animaló més agutl

—iQuin animalot més grosserot, dic jol exclamà
s'esclava, tota furiosa i fora de sí. iNo sé aont J
tens es gustl... /(O quina pudorl... i/Treis-lo defora, l
que put més que carn de vas ——

l En Bernadet que sols no la sentía, perque no
",NA
103,"L'AMOR DE LES TRES TARONGES 93
veia ni sentia més que sa colometa, i sempre esta-
va amb sa mé alta, plena de miques, i sa colometa
que era ben falaguera de saupar-les-hí amb so be-
quet, i les s' enviava, i no parava de dir:

i —IPer mi se fan les nocetes,
i jo me menj les miquetesli
iPer mí se fan les nocetes,
i jo me menj les miquetesl

—iXol ixol jxo, animalot del dimonil arribà a
dir s' esclava, volada de tot i fent flamaradeta.
iTreis-lo defora, dicl itreis-lo detoral jO quina
giteral i Tot quant tenc dins es ventrei gitarél iXo,
dimonil

A les hores En Bernadet, tot embebeiat amb
sa colometa, mentres ella li prenía ses miquetes
de dins sa mà, l'agata, i se posa a atalagar-laia
besar-la, i no se 'n poría deixar.

A la fí li troba an es clotell un cap de guya.

—iPobre animalól diu ell, di que es això que
téP jiil es un cap de guyalll jjjO diclli ijjUna
guya aficada dins aquest capetlll

Pega tirada a Sa guya, i dque me'n direu

Ell sa colometa tornà aquella tadrineta que En
Bernadet havía deixada devora es pou, tornà
l amor de les tres taronges, tota gentil, galan-
xona, bella com el sol, enlluernant ets uis, robant
ets cors.

—iAquesta es sa que jo vaig deixar devora es
poul digué En Bernadet. jAixò es l' amor de les
tres taronges, que tant me costà de trobar i de

5 pendrel jAquesta es sa meua amor

Tot-hom estava amb sos cabeis drets, ningú

se 'n poría avenir.
",NA
104,"94 RONDAIES MALLORQUINES
En Bernadet i sa tadrineta contaren tot lo que
havía passat, tot-hom los va creure. Fermaren
s'esclava a ses coes de quatre cavalls, i aviat —
fonc troços.
Més se 'n mereixía sa polissona.
En Bernadet i Ll amor de les tres taronges se
casaren, feren unes noces i unes festes mai vistes:
 — i visqueren com Jusep i María anys i més anys, i
encara son vius si no son morts.
l al cel mos vegem tots plegats.
Amén.
Manacor, Juriol de 1897.
———É TT a TT ES —
Ú
I
l Do a
",NA
105,"———— Mo gç
ES a I
he
ES CANYEMET, S'ASE Y SA SERRA-PORRA O)
————É i —en—

Au era un homo de So'n Servera, que ha-
ET vía nom el sen Tomeu, més pobre que un
grí, i més carregat d'infants que un ase vei de
mosques: tots cabíen devall un aré, no n' hi havía
cap qui 's guanyés es pa.

El sen Tomeu tenía una rota de prat a So'n
Corp. 2) l

Un día que hi teinetjava, i havía penjada sa
barxa amb so dinar a una pomera, devers les nou
e-hi compareix un corp, i li obri sa barxa, i li sau-
pa es dinar.

A bell mig día l homo se'n va a sa barxa, i la
troba buida.

—iJa es aquell polissó de corp que feia sa bar-
ca per aquí, devers les noul diu ell capetjant. Si
demà torna sabrà jo qui som.

Lo endemà atica es dinar dins una caera, deixa
sa caera demunt sa meteixa pomera, i se posa a
l'aguait, esperant es corp.

Es corp no se teu esperar gaire. Estava llépol,

(1) La 'm contaren En Xeraíí Bua, En Toniet Tiru i el sen Gaspar
Busquets, Salero, de So 'n Servera.

(2) Possessió de So'n Servera.
",NA
106,"96 RONDAIES MALLORQUINES
i devers les nou s'enfrega: veu que s' olor des
dinar surt de dins sa caera, i zas s'hi entonya, i
bones espipellades.

El sen Tomeu el vel'lava com un gat sa rata,
i se'n hi va correns. Tapa a cada cap de caera, i
es corp no li pogué togir. a Q4

—iGran lladrel deia ell. jAra 't tenc, gran po-
lissól iAra 'm pagarés sa nova i Sa veial é Vol dir
no trobes que 'm basta sa cateita d' infants a man-

tenir que tenc, que encara vols que 't mantenga a
tu, cara de poca vergonya2 dDemunt mi vendràs
a ter sa llenya, i veus que no 'm puc etxetegar
amb sa somada que duc, gran noningúP

—iAmollau-mel deia es corp, jamollau-me per
amor de Deul.

—i No 't valdrà Sant Pere, not ija 't tenc sa sen-
tencia tetal... iNo'n robaràs pus de dinarsi...
i"" ho don per cosa certal

, —Mirau, diu es corp a la fi: sols que no 'm ma-
teu, vos promet un canyemet, que, en estendrel i
dir-lí.—Canyemet, fes lo que sabs ter:—tot d' una
hi surten demunt plats d' arrós engrogat, galls
farcits i porcelles rostides.

—el aont tens tu canyamets ni carabassa fritaP

—Ara meteix porem anar a dur-lo de na Penyal
de ca s' Hereu, (1) aont tenc es niu.

— —Idò anem-hi. Jo te termeré es lligabaiasses
per una cama, i així meteix podràs volar.

Le hi terma, i es corp vola qui vola cap a sa
cucuia de na Penyal, i el set Tomeu derrera,
derrera. h.

(1) Una muntanya del meteix poble, que ía un gran penyal a la
cucuia.
",NA
107,"ES CANYAMET, S'ASE I SA SERRA-PORRA — 97

Arriben an es niu, que era dins una encletxa de
penyes, es corp treu es canyemet, i el tira an el
sen Tomeu, i diu:

—iVaja si m' amollaul

—Ja hu veurem demà, diu el sen Tomeu.

Í el se'n du a tancar dins sa caera.

Va compondre de no fer ses proves des canye-
met fins es vespre amb sa dona i ets infants, però
no pogué estar que no se'n anàs a ses cases de
So'n Corp, perque eren ses de més prop, i no
passava ningú amb qui poder-se desengavatxar
una mica.

Agata l' amo i sa madona de part, i los diu:

—M ' hauríeu de ter un tavor entre la paga.

—Sensa paga ninguna si porem, el sen Tomeu.
Digau:

—ldò, de guardar-me aquest canyemet fins es
vespre. il el m' hauríeu de guardar ben guardat,
però ben guardatl

—el que té de particular aquest canyemet2

—Es que no 'l donaria per tots ets doblers del
mon.

—No res, (digueren l'amo i: sa madona, que
coneixíen el sen Tomeu, i sabíen que patía un
poc de s' aigovés de devant), anau-vos-ne des-
cançat, i no tengueu ansia des canyemet.

El sen Tomeu ja era un bon troç lluny, que
se 'n anava, i torna arrera.

—Mirau, diu a l'amo i sa madona, havía fet
un descuit: no digueu an es canyemet:—Canye-
met, fes lo que sabs fer.

—eQue hi hauría cap de nou, si le hi déiem2
—No, però ino le hi digueu per amor de Deul
—Be, no le hi direm, digueren ells.

Tom IlI—7
",NA
108,"98 RONDAIES MALLORQUINES
Però encara el sen Tomeu no era a sa rota,
com l amo i sa madona exclamaren:
—ja hem de veure noltros que diantre es aquest
canyemetl l
L' agafen, l'estenen per veure si hi havía res l
de-dins, i llavò diuen:
—Canyemet, fes lo que sabs fer.
l encara no hu varen haver dit, com zas, ja hi
AO hagué allà demunt un plat d'arróç engrogat, ben
gran, galls farcits i porcelles rostides.
Pegaren tots dos una bona panxada, i llavò va-
ren dir:
—iCal ical iLe hi baratarem an aquest canye-
met an el sen Tomeul jNo fos tan bàmboll ijQue
fassa feina, ell que ja hi està avesatl
éQue me 'n direu2. Ell com el sen Tomeu, en-
tradeta de fosca, se 'n anà a cercar es canyemet,
n'hi donen un altre just igual. Ell, basques males
quimeres poques, no 's sospità de res, i s' entrega
tot Xarpat a ca-seua.
—Mira, digué a sa dona, no tasses sopar anit.
—4Ai de bo l eque't penses, Si tu vens redó,
que ets altres també hi estiguen
—No, dona. Es que has de pensar i creure, l
fieta meua, que duc un canyemet, que no son tot
verbes sa virtut que té.
—iSil jja 'n deu tenir de virtutl... jtant com sa
coa d' un rava.
—iTe dic que 'n té, i ben moltal En estendre 'I
i li diuen:—Canyemet, fes lo que sabs ter,—tot-
d'una hi surten demunt plats d' arróç engrogat,
galls farcits i porcelles rostides.
—iEl Bon Jesús mos assistescal Ja deus haver
escapat a qualque tlasco d' aigordent o a sa bota
de qualque celler:
",NA
109,"ES CANYEMET, S' ASE I SA SERRA-PORRA — 899

—jA poc poc, dona meuatl iNi he vist cap tlasco
avui ni cap bota, ni he hagut mester guardar mai
en vers d' aquestes coses, gracies a Deul jA mi
no 'm tracten de gatl

—Idò équi ha vist mai creure-se que, en dir això
an aquest canyemet, hagen de Sortir plats d' arróÇç
engrogat, galls tarcits i porcelles rostides2

—i Te dic que ""n surtenl

—jiMostrau coml

Aquí el sen Tomeu estén es canyemet demunt
sa taula, i li diu:

—iHala, canyemet, fes lo que sabs ferl

Es canyemet no 's va moure ni comparegué res.

—iFes lo que sabs fer, gran belitrel digué el
sen Tomeu, més de mig cremat.

l es canyemet no res.

Be miraven tots ets uions que hi havía dins
aquella casa per veure si atinaríen cap plat d'
arróç o gall farcit o porcella rostida, però se que-
daren amb so mirar.

El sen Tomeu, tot atxul'lat, se posa fet un Ne-
ro, jurant i perjurant que lo que primer tería lo
endemóà en esser à Sa rota, sería tòrcer es coll an
es COrp.

l anava a ter-ho tenir ver tot-d' una que arribà
a sa rota. ,

—jAh corpetetxo del dimonil digué acostant-se
a sa caera. l, équi t ha mostrat a tu de riurer-te
d'un homo de be com som jo jAviat estaràs fora
cap i colll jA mí no m' enganen, gran polissól

—iEl sen Tomeu, diu es corp, no som jo que

hus he enganat, sino un altre, que vos baratà es
— canyemet, i no vos ne teméreu.
—el aquesta m' es vera , ,
ull
",NA
110,"100 RONDAIES MALLORQUINES

—iPassa de veral

—l, équi va esser aquest noningúP è

—No vos ho vui dir, perque tendríeu massa
malicia, i sería perillós ter un desbarat, dur-vos a
perdre.

—i Si no m' ho dius, te matl

—Perdonau, el.sen Tomeu, no hus ho diré. Jo lo
que puc ter, arrambar-vos un ase que, en donar-lí
faves, si com les s'ha menjades li diuen: Aset,
fes lo que sabs ter,—en lloc de buines fa doblers,
tot plata i or.

—el -aont el tens an aquest ase

—A na Penyal de Ca-s' Hereu, que pastura
p' ets forats. (1) /

—No res, te fermeré es lligabaiasses per una
cama, i mos n' hi anam a veure-hu. l

Le hi terma, i se 'n hi van.

Ell e-hi va esser s' aset pastura qui pastura p'
ets forats, baix de na Penyal.

—Per que vegeu que no hus engàn, diu es corp,

tornau-me tancar dins sa caera tins que hàgeu te-
tes ses proves. Lo que m' hauríeu de donar, una
mica de recapte, que estic desenat de tot de tot.

Se 'n torna a sa rota amb s' ase, tanca es corp
dins sa caera, i li dona una mica de recapte, i
llavò pensà:

—Si ara aquest aset me togía, jja m' hi ataba-
caría torti Í je-hi estic ben esposatl Sobre tot, no
puc fer cosa millor que menar-lo a So 'n Corp a
veure si el me volen deixar tenir dins una boal
fins es vespre. J

Le hi mena, i l'amo li digué:

(1) Es el tombant de baix del penyal.

l
",NA
111,"ES CANYEMET, S' ASE I SA SERRA-PORRA —10l I

—Tancau-lo allà ont volgueu, i no tengueu an-
sia de s' animal.

—Per tot lo mon no voldría que mos fogís. iSa-
beu quin animalet, l amol

—eDe bor ec Vol dir val ets seus doblers2

—èSi los vale No'l donaría per tots ets del
mon.

—No 'm pensava jo, el sen Tomeu, que aquest
animalet fos tan bufarell.

—ldò hu es lo que no hus poreu pensar.

El sen Tomeu el tanca dins una boaleta, i icap
a sa rota altre vegadal

Com ja havía caminades docentes passes, torna
arrera, i se posa a cridar:

—iL' amol iO l amol iSortiu si voleul

L'amo sortí demunt es portal, i diu:

—cQue hi ha de nou, el sen TomèuP

—Que havía fet un descuit.

—eQuin descuit

—No havía pensat a comanar-vos que, si donau
faves a s' ase, no li digueu: Aset, fes lo que sabs
fer.

—eQue hi hauría cap denou, si le hi diguéssemP2

—No, però ino le hi digueu per amor de Deul

—Be, anau-vos-ne descançat: no le hi direm.

Però va esser a sa man revés.

El sen Tomeu no era a sa rota, i s' ase ja ha-
vía escloveiada una senaia de faves ben gran. :

Des cap d' una estona l amo i sa madona se 'n
hi van, i se posen a dir:

—iAset, tes lo que sabs ferl jAset, fes lo que
: sabs terl

l aquell animal ja es partit a alçar es cul, i se
posa a fer descàrregues de pessetes, durets d' or
i dobletes de sis lliures, de dotze i de vint.

v-
",NA
112,"102 RONDAIES MALLORQUINES
: —ila, petitl deien l' amo i sa madona.
Í ell thala qui halal
—dQue me'n direu2 Ell los n' omplí una senaia
ben gran de patenes d' aquelles.

—jCal ical varen dir. cAixò ha de tenir el sen
Tomeu2 iEll al punt sería més que noltros i més
que 'I Reil iNo pot esser tenir ell aquest asel... No

- porem fer cosa millor que baratar-le-hi, que no
se 'n teme.

En teníen un per l'estil: treuen es del sen To-
meu, i e-hi posen aquell.

Es vespre el sen Tomeu e-hi va a treure'l, i ses
derreres que tengué de reparar que le hi hagues-
sen baratat.

Arriba a ca-seua, i diu a sa dona:

—Ves a devallar una senaia de faves.

—el d' onte

—iDes sòtil, talucal

- —él que no sabs que fa dues setmanes que les
acabàremP

—ldò ves-ne a dur a espera de ca 's Marxando.

—el que has de fer ses tavesP

—No hu vulgues sebre.

—é No hu vulgues sebre, i jo que haja de mos-
trar cara2

—lIdò, per s' ase.

—ePer s' ase2 ja li basta paial

—ldò anit ha de sopar de faves: i abans de més
raons, ves-lesa dur. Í no 'm vengues a recapito-
letjarl...

Sa dona se'n anú gruny qui gruny a dur ses
faves a espera de ca 's Marxando, el sen Tomeu
les dona a s'ase, i S'ase, dassa qui dassa, aviat
les s' hagué empessolades.
",NA
113,"ES CANYEMET, S' ASE I SA SERRA-PORRA — 103

Com el sen Tomeu va creure que Ja cosa ja
estava a punt, diu a sa dona:

—iTreu un llençol net de bugadal

El va treure, i ell diu:

— Anem.

Se 'n van dins sa paissa, ell agata a dos corna-
lons, i a ella la ta agafar an ets altres dos, i fort
i no't mogues, se volgué posar amb so llençol
estés derrera s' ase, de manera que 's llençol li
iregava per ses cuixes, i Sa coa anava i venia per
demunt.

N'hi hagué d'haver de raons per que sa dona
aguantés es llençol, no hi faltaren protestes ni po-
tadetes ni oteriments de tronc.

Tot-d' una que va esser es triquet, el sen To-
meu diu:

—iHala, aset, fes lo que sabs ferl iHala, aset,
fes lo que sabs ferl

—iAra hu veure'm que faràl deia sa dona, taiant
claus. 2

—iTe dic que tarà cosal iHala, aset, tes lo que
sabs ferl

Aquell animal estava més redó que unes xere-
míes, i assetsuaixí pega: premuda, i entloca tal

descàrrega, que omplí tot es llençol de lo que po-
reu pensar.

Sa dona cuidà a fer es trò de crits i paraulotes
lletges. Se descabeiava, se tirà en terra.

Si fos estada ciutadana, li hauría agatat hes-
teri o atac de nirvis. No hi havía vel.

El sen Tomeu la deixava belar, mira qui mira,

i remolca qui remolca, a veure Si guiparía ets du-
rets d'or, ses dobletes de sis lliures, de dotze i
de vint.
",NA
114,"104 RONDAIES MALLORQUINES

Be mirà i remolc, però ell no 'n va veure lluir
cap.

L'homo quedà més empagait que'l rei porc.
Hauria esclatat un re amb ses dents. Si hagués

xa 4 tengut es corp allà, s'hi hauría tornat amb ses
ungles i es barram, i haguera pegades grapades i
tanaiades fins que hi hauría hagut corp.

Lo que va jurar i perjurar, que hu faría lo ende-
mà dematí, tot-d' una que arribaria a Sa rota.

Se'n hi anà abans de s'auba, manades fetes, i
ja escomet es corp d' un troç enfora:

—eGran polissól igran noningúl jaquí't matl
iNo 'n fas altrel iA mossegades t' he de fer be-
nesl... €No deies tu que s' ase feia doblers, en do-
nar-li faves i dir-li: ijAset, fes lo que sabs fer2

—Es que vos vaig dar, en feia: es que vos ne
menàreu de So 'n Corp supòs que fa altre cosa.

—él que me dius ara2

—Que així com vos barataren es canyamet des-
puisair, air vos barataren s'ase. Vos ne donaren

: un qualsevol, i s' estojaren aquell.

—lI équi es estat es polissó que m'ha feta
aquesta

—No hi haurà més remei que dir-vos-ho: P amo
i sa madona de So 'n Corp. ,

—jiAh grans polissonst iNi si m' ho haguessen
predicat, no hu hauría cregut que ""m tessen aques-
tal... El ara com ho arretglam per que me. donen
lo que 's meuP

—Mos haurem de valer des nostros medis, per-
que isabeu que los ne sabrà de greu d' haver de
perdre dues alhaques tan grosses com es canye-
met i s' asel

—jA veure, idò, com ho arretglaml
",NA
